text,emotion,mental_state,timestamp,word_count
I feel nervous and on edge about everything now for sure,anxious,anxiety_disorder,2024-10-25 10:53:34.332825,11
My anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2025-03-20 10:53:34.332825,8
my anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2025-07-02 10:53:34.332825,8
MY ANXIETY IS THROUGH THE ROOF AND OVERWHELMING,anxious,anxiety_disorder,2025-10-23 10:53:34.332825,8
My anxiety is through the roof and overwhelming!,anxious,anxiety_disorder,2025-10-22 10:53:34.332825,8
My anxiety is through the roof and overwhelming.,anxious,anxiety_disorder,2025-07-19 10:53:34.332825,8
My anxiety is through the roof and overwhelming?,anxious,anxiety_disorder,2024-12-08 10:53:34.332825,8
I feel that My anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2025-03-09 10:53:34.332825,11
To be honest My anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2025-10-08 10:53:34.332825,11
Really My anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2025-03-07 10:53:34.332825,9
My anxiety is through the roof and overwhelming right now,anxious,anxiety_disorder,2024-11-11 10:53:34.332825,10
My anxiety is through the roof and overwhelming today,anxious,anxiety_disorder,2025-02-04 10:53:34.332825,9
I must say My anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2024-10-24 10:53:34.332825,11
Honestly My anxiety is through the roof and overwhelming,anxious,anxiety_disorder,2024-12-02 10:53:34.332825,9
My anxiety is through the roof and overwhelming and its true,anxious,anxiety_disorder,2025-04-21 10:53:34.332825,11
My anxiety is through the roof and overwhelming for sure,anxious,anxiety_disorder,2025-01-01 10:53:34.332825,10
I am so angry and furious right now at everything,angry,anger_issues,2025-06-18 10:53:34.332825,10
i am so angry and furious right now at everything,angry,anger_issues,2024-12-16 10:53:34.332825,10
I AM SO ANGRY AND FURIOUS RIGHT NOW AT EVERYTHING,angry,anger_issues,2025-02-07 10:53:34.332825,10
I am so angry and furious right now at everything!,angry,anger_issues,2025-02-22 10:53:34.332825,10
I am so angry and furious right now at everything.,angry,anger_issues,2025-03-24 10:53:34.332825,10
I am so angry and furious right now at everything?,angry,anger_issues,2025-04-02 10:53:34.332825,10
I feel that I am so angry and furious right now at everything,angry,anger_issues,2024-11-08 10:53:34.332825,13
To be honest I am so angry and furious right now at everything,angry,anger_issues,2025-07-17 10:53:34.333820,13
Really I am so angry and furious right now at everything,angry,anger_issues,2024-12-24 10:53:34.333820,11
I am so angry and furious right now at everything right now,angry,anger_issues,2025-01-24 10:53:34.333820,12
I am so angry and furious right now at everything today,angry,anger_issues,2025-07-16 10:53:34.333820,11
I must say I am so angry and furious right now at everything,angry,anger_issues,2025-10-18 10:53:34.333820,13
Honestly I am so angry and furious right now at everything,angry,anger_issues,2025-06-17 10:53:34.333820,11
I am so angry and furious right now at everything and its true,angry,anger_issues,2025-08-31 10:53:34.333820,13
I am so angry and furious right now at everything for sure,angry,anger_issues,2024-10-23 10:53:34.333820,12
This situation makes me absolutely furious today,angry,anger_issues,2025-09-12 10:53:34.333820,7
this situation makes me absolutely furious today,angry,anger_issues,2024-11-05 10:53:34.333820,7
THIS SITUATION MAKES ME ABSOLUTELY FURIOUS TODAY,angry,anger_issues,2025-07-30 10:53:34.333820,7
This situation makes me absolutely furious today!,angry,anger_issues,2025-01-10 10:53:34.333820,7
This situation makes me absolutely furious today.,angry,anger_issues,2025-09-07 10:53:34.333820,7
This situation makes me absolutely furious today?,angry,anger_issues,2025-04-10 10:53:34.333820,7
I feel that This situation makes me absolutely furious today,angry,anger_issues,2025-10-07 10:53:34.333820,10
To be honest This situation makes me absolutely furious today,angry,anger_issues,2024-12-31 10:53:34.333820,10
Really This situation makes me absolutely furious today,angry,anger_issues,2025-01-07 10:53:34.333820,8
This situation makes me absolutely furious today right now,angry,anger_issues,2025-05-27 10:53:34.333820,9
This situation makes me absolutely furious today today,angry,anger_issues,2025-05-29 10:53:34.333820,8
I must say This situation makes me absolutely furious today,angry,anger_issues,2025-02-15 10:53:34.333820,10
Honestly This situation makes me absolutely furious today,angry,anger_issues,2025-07-26 10:53:34.333820,8
This situation makes me absolutely furious today and its true,angry,anger_issues,2025-09-10 10:53:34.333820,10
This situation makes me absolutely furious today for sure,angry,anger_issues,2024-11-14 10:53:34.333820,9
I cannot believe how angry this makes me feel now,angry,anger_issues,2025-06-24 10:53:34.333820,10
i cannot believe how angry this makes me feel now,angry,anger_issues,2024-11-08 10:53:34.333820,10
I CANNOT BELIEVE HOW ANGRY THIS MAKES ME FEEL NOW,angry,anger_issues,2025-07-29 10:53:34.333820,10
I cannot believe how angry this makes me feel now!,angry,anger_issues,2025-07-18 10:53:34.333820,10
I cannot believe how angry this makes me feel now.,angry,anger_issues,2025-07-21 10:53:34.333820,10
I cannot believe how angry this makes me feel now?,angry,anger_issues,2025-03-13 10:53:34.333820,10
I feel that I cannot believe how angry this makes me feel now,angry,anger_issues,2025-03-23 10:53:34.333820,13
To be honest I cannot believe how angry this makes me feel now,angry,anger_issues,2025-06-22 10:53:34.333820,13
Really I cannot believe how angry this makes me feel now,angry,anger_issues,2024-12-14 10:53:34.333820,11
I cannot believe how angry this makes me feel now right now,angry,anger_issues,2024-10-29 10:53:34.333820,12
I cannot believe how angry this makes me feel now today,angry,anger_issues,2025-10-16 10:53:34.333820,11
I must say I cannot believe how angry this makes me feel now,angry,anger_issues,2024-11-17 10:53:34.333820,13
Honestly I cannot believe how angry this makes me feel now,angry,anger_issues,2024-11-14 10:53:34.333820,11
I cannot believe how angry this makes me feel now and its true,angry,anger_issues,2025-08-22 10:53:34.333820,13
I cannot believe how angry this makes me feel now for sure,angry,anger_issues,2025-04-23 10:53:34.333820,12
I am really mad and upset about everything happening,angry,anger_issues,2025-02-12 10:53:34.333820,9
i am really mad and upset about everything happening,angry,anger_issues,2025-02-10 10:53:34.333820,9
I AM REALLY MAD AND UPSET ABOUT EVERYTHING HAPPENING,angry,anger_issues,2024-11-11 10:53:34.333820,9
I am really mad and upset about everything happening!,angry,anger_issues,2025-06-09 10:53:34.333820,9
I am really mad and upset about everything happening.,angry,anger_issues,2025-08-28 10:53:34.333820,9
I am really mad and upset about everything happening?,angry,anger_issues,2025-10-14 10:53:34.333820,9
I feel that I am really mad and upset about everything happening,angry,anger_issues,2024-11-15 10:53:34.333820,12
To be honest I am really mad and upset about everything happening,angry,anger_issues,2025-05-05 10:53:34.333820,12
Really I am really mad and upset about everything happening,angry,anger_issues,2025-08-14 10:53:34.333820,10
I am really mad and upset about everything happening right now,angry,anger_issues,2025-01-07 10:53:34.333820,11
I am really mad and upset about everything happening today,angry,anger_issues,2024-10-28 10:53:34.333820,10
I must say I am really mad and upset about everything happening,angry,anger_issues,2024-11-18 10:53:34.333820,12
Honestly I am really mad and upset about everything happening,angry,anger_issues,2024-11-13 10:53:34.333820,10
I am really mad and upset about everything happening and its true,angry,anger_issues,2025-02-20 10:53:34.333820,12
I am really mad and upset about everything happening for sure,angry,anger_issues,2025-05-14 10:53:34.333820,11
This injustice makes my blood boil inside my veins,angry,anger_issues,2025-05-26 10:53:34.333820,9
this injustice makes my blood boil inside my veins,angry,anger_issues,2025-06-06 10:53:34.333820,9
THIS INJUSTICE MAKES MY BLOOD BOIL INSIDE MY VEINS,angry,anger_issues,2025-04-17 10:53:34.333820,9
This injustice makes my blood boil inside my veins!,angry,anger_issues,2025-07-07 10:53:34.333820,9
This injustice makes my blood boil inside my veins.,angry,anger_issues,2025-02-13 10:53:34.333820,9
This injustice makes my blood boil inside my veins?,angry,anger_issues,2024-11-21 10:53:34.333820,9
I feel that This injustice makes my blood boil inside my veins,angry,anger_issues,2025-01-02 10:53:34.333820,12
To be honest This injustice makes my blood boil inside my veins,angry,anger_issues,2025-08-29 10:53:34.333820,12
Really This injustice makes my blood boil inside my veins,angry,anger_issues,2025-06-14 10:53:34.333820,10
This injustice makes my blood boil inside my veins right now,angry,anger_issues,2025-06-26 10:53:34.333820,11
This injustice makes my blood boil inside my veins today,angry,anger_issues,2025-07-28 10:53:34.333820,10
I must say This injustice makes my blood boil inside my veins,angry,anger_issues,2025-02-01 10:53:34.333820,12
Honestly This injustice makes my blood boil inside my veins,angry,anger_issues,2025-03-29 10:53:34.333820,10
This injustice makes my blood boil inside my veins and its true,angry,anger_issues,2025-05-24 10:53:34.333820,12
This injustice makes my blood boil inside my veins for sure,angry,anger_issues,2024-12-28 10:53:34.333820,11
I feel betrayed and angry with everyone around me,angry,anger_issues,2025-06-27 10:53:34.333820,9
i feel betrayed and angry with everyone around me,angry,anger_issues,2024-11-11 10:53:34.333820,9
I FEEL BETRAYED AND ANGRY WITH EVERYONE AROUND ME,angry,anger_issues,2025-07-10 10:53:34.333820,9
I feel betrayed and angry with everyone around me!,angry,anger_issues,2024-10-29 10:53:34.333820,9
I feel betrayed and angry with everyone around me.,angry,anger_issues,2025-07-24 10:53:34.333820,9
I feel betrayed and angry with everyone around me?,angry,anger_issues,2025-02-26 10:53:34.333820,9
I feel that I feel betrayed and angry with everyone around me,angry,anger_issues,2024-11-01 10:53:34.333820,12
To be honest I feel betrayed and angry with everyone around me,angry,anger_issues,2025-05-20 10:53:34.333820,12
Really I feel betrayed and angry with everyone around me,angry,anger_issues,2025-09-08 10:53:34.333820,10
I feel betrayed and angry with everyone around me right now,angry,anger_issues,2025-10-15 10:53:34.333820,11
I feel betrayed and angry with everyone around me today,angry,anger_issues,2025-04-21 10:53:34.333820,10
I must say I feel betrayed and angry with everyone around me,angry,anger_issues,2025-04-22 10:53:34.333820,12
Honestly I feel betrayed and angry with everyone around me,angry,anger_issues,2025-08-02 10:53:34.333820,10
I feel betrayed and angry with everyone around me and its true,angry,anger_issues,2025-02-10 10:53:34.333820,12
I feel betrayed and angry with everyone around me for sure,angry,anger_issues,2025-01-18 10:53:34.333820,11
My patience has completely run out now I am done,angry,anger_issues,2025-07-25 10:53:34.333820,10
my patience has completely run out now i am done,angry,anger_issues,2025-10-03 10:53:34.333820,10
MY PATIENCE HAS COMPLETELY RUN OUT NOW I AM DONE,angry,anger_issues,2025-09-05 10:53:34.333820,10
My patience has completely run out now I am done!,angry,anger_issues,2025-06-21 10:53:34.333820,10
My patience has completely run out now I am done.,angry,anger_issues,2025-04-11 10:53:34.333820,10
My patience has completely run out now I am done?,angry,anger_issues,2025-06-19 10:53:34.333820,10
I feel that My patience has completely run out now I am done,angry,anger_issues,2025-10-05 10:53:34.333820,13
To be honest My patience has completely run out now I am done,angry,anger_issues,2025-05-14 10:53:34.333820,13
Really My patience has completely run out now I am done,angry,anger_issues,2025-08-15 10:53:34.333820,11
My patience has completely run out now I am done right now,angry,anger_issues,2025-07-24 10:53:34.333820,12
My patience has completely run out now I am done today,angry,anger_issues,2025-02-19 10:53:34.333820,11
I must say My patience has completely run out now I am done,angry,anger_issues,2025-04-27 10:53:34.333820,13
Honestly My patience has completely run out now I am done,angry,anger_issues,2025-04-30 10:53:34.333820,11
My patience has completely run out now I am done and its true,angry,anger_issues,2025-10-17 10:53:34.333820,13
My patience has completely run out now I am done for sure,angry,anger_issues,2025-09-05 10:53:34.333820,12
I am so frustrated and angry all day long today,angry,anger_issues,2025-10-09 10:53:34.333820,10
i am so frustrated and angry all day long today,angry,anger_issues,2025-05-15 10:53:34.333820,10
I AM SO FRUSTRATED AND ANGRY ALL DAY LONG TODAY,angry,anger_issues,2025-03-14 10:53:34.333820,10
I am so frustrated and angry all day long today!,angry,anger_issues,2025-06-10 10:53:34.333820,10
I am so frustrated and angry all day long today.,angry,anger_issues,2025-07-06 10:53:34.333820,10
I am so frustrated and angry all day long today?,angry,anger_issues,2025-09-17 10:53:34.333820,10
I feel that I am so frustrated and angry all day long today,angry,anger_issues,2025-10-06 10:53:34.333820,13
To be honest I am so frustrated and angry all day long today,angry,anger_issues,2025-09-30 10:53:34.333820,13
Really I am so frustrated and angry all day long today,angry,anger_issues,2025-05-14 10:53:34.333820,11
I am so frustrated and angry all day long today right now,angry,anger_issues,2025-05-06 10:53:34.333820,12
I am so frustrated and angry all day long today today,angry,anger_issues,2025-02-04 10:53:34.333820,11
I must say I am so frustrated and angry all day long today,angry,anger_issues,2025-05-29 10:53:34.333820,13
Honestly I am so frustrated and angry all day long today,angry,anger_issues,2025-09-14 10:53:34.333820,11
I am so frustrated and angry all day long today and its true,angry,anger_issues,2025-09-22 10:53:34.333820,13
I am so frustrated and angry all day long today for sure,angry,anger_issues,2024-12-08 10:53:34.333820,12
This makes me want to scream I am so angry now,angry,anger_issues,2025-08-01 10:53:34.333820,11
this makes me want to scream i am so angry now,angry,anger_issues,2025-09-29 10:53:34.333820,11
THIS MAKES ME WANT TO SCREAM I AM SO ANGRY NOW,angry,anger_issues,2025-06-17 10:53:34.333820,11
This makes me want to scream I am so angry now!,angry,anger_issues,2025-06-18 10:53:34.333820,11
This makes me want to scream I am so angry now.,angry,anger_issues,2025-07-12 10:53:34.333820,11
This makes me want to scream I am so angry now?,angry,anger_issues,2025-04-16 10:53:34.333820,11
I feel that This makes me want to scream I am so angry now,angry,anger_issues,2024-12-10 10:53:34.333820,14
To be honest This makes me want to scream I am so angry now,angry,anger_issues,2025-10-07 10:53:34.333820,14
Really This makes me want to scream I am so angry now,angry,anger_issues,2025-06-11 10:53:34.333820,12
This makes me want to scream I am so angry now right now,angry,anger_issues,2024-11-23 10:53:34.333820,13
This makes me want to scream I am so angry now today,angry,anger_issues,2024-11-15 10:53:34.333820,12
I must say This makes me want to scream I am so angry now,angry,anger_issues,2025-02-19 10:53:34.333820,14
Honestly This makes me want to scream I am so angry now,angry,anger_issues,2025-02-15 10:53:34.333820,12
This makes me want to scream I am so angry now and its true,angry,anger_issues,2025-07-11 10:53:34.333820,14
This makes me want to scream I am so angry now for sure,angry,anger_issues,2025-03-19 10:53:34.333820,13
I cannot control my anger about this situation,angry,anger_issues,2024-11-28 10:53:34.333820,8
i cannot control my anger about this situation,angry,anger_issues,2024-11-08 10:53:34.333820,8
I CANNOT CONTROL MY ANGER ABOUT THIS SITUATION,angry,anger_issues,2024-10-26 10:53:34.333820,8
I cannot control my anger about this situation!,angry,anger_issues,2025-04-20 10:53:34.333820,8
I cannot control my anger about this situation.,angry,anger_issues,2025-05-21 10:53:34.333820,8
I cannot control my anger about this situation?,angry,anger_issues,2024-12-26 10:53:34.333820,8
I feel that I cannot control my anger about this situation,angry,anger_issues,2025-02-28 10:53:34.333820,11
To be honest I cannot control my anger about this situation,angry,anger_issues,2024-12-28 10:53:34.333820,11
Really I cannot control my anger about this situation,angry,anger_issues,2025-03-26 10:53:34.333820,9
I cannot control my anger about this situation right now,angry,anger_issues,2025-01-14 10:53:34.333820,10
I cannot control my anger about this situation today,angry,anger_issues,2025-04-13 10:53:34.333820,9
I must say I cannot control my anger about this situation,angry,anger_issues,2025-04-10 10:53:34.333820,11
Honestly I cannot control my anger about this situation,angry,anger_issues,2025-04-11 10:53:34.333820,9
I cannot control my anger about this situation and its true,angry,anger_issues,2024-12-30 10:53:34.333820,11
I cannot control my anger about this situation for sure,angry,anger_issues,2025-08-14 10:53:34.333820,10
I am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-06-23 10:53:34.333820,8
i am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-08-12 10:53:34.333820,8
I AM SO STRESSED AND OVERWHELMED TODAY COMPLETELY,stressed,stress_disorder,2024-11-11 10:53:34.333820,8
I am so stressed and overwhelmed today completely!,stressed,stress_disorder,2025-06-18 10:53:34.333820,8
I am so stressed and overwhelmed today completely.,stressed,stress_disorder,2024-11-05 10:53:34.333820,8
I am so stressed and overwhelmed today completely?,stressed,stress_disorder,2025-07-03 10:53:34.333820,8
I feel that I am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-02-09 10:53:34.333820,11
To be honest I am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-10-05 10:53:34.333820,11
Really I am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-09-06 10:53:34.333820,9
I am so stressed and overwhelmed today completely right now,stressed,stress_disorder,2025-07-28 10:53:34.333820,10
I am so stressed and overwhelmed today completely today,stressed,stress_disorder,2024-12-09 10:53:34.333820,9
I must say I am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-06-16 10:53:34.333820,11
Honestly I am so stressed and overwhelmed today completely,stressed,stress_disorder,2025-04-29 10:53:34.333820,9
I am so stressed and overwhelmed today completely and its true,stressed,stress_disorder,2025-01-03 10:53:34.333820,11
I am so stressed and overwhelmed today completely for sure,stressed,stress_disorder,2024-12-10 10:53:34.333820,10
There is too much pressure on me right now today,stressed,stress_disorder,2025-01-29 10:53:34.333820,10
there is too much pressure on me right now today,stressed,stress_disorder,2025-10-13 10:53:34.333820,10
THERE IS TOO MUCH PRESSURE ON ME RIGHT NOW TODAY,stressed,stress_disorder,2025-07-12 10:53:34.333820,10
There is too much pressure on me right now today!,stressed,stress_disorder,2025-08-07 10:53:34.333820,10
There is too much pressure on me right now today.,stressed,stress_disorder,2025-05-14 10:53:34.333820,10
There is too much pressure on me right now today?,stressed,stress_disorder,2024-10-30 10:53:34.333820,10
I feel that There is too much pressure on me right now today,stressed,stress_disorder,2025-05-10 10:53:34.333820,13
To be honest There is too much pressure on me right now today,stressed,stress_disorder,2025-02-10 10:53:34.333820,13
Really There is too much pressure on me right now today,stressed,stress_disorder,2025-01-02 10:53:34.333820,11
There is too much pressure on me right now today right now,stressed,stress_disorder,2025-04-30 10:53:34.333820,12
There is too much pressure on me right now today today,stressed,stress_disorder,2025-06-20 10:53:34.333820,11
I must say There is too much pressure on me right now today,stressed,stress_disorder,2024-11-14 10:53:34.333820,13
Honestly There is too much pressure on me right now today,stressed,stress_disorder,2025-02-24 10:53:34.333820,11
There is too much pressure on me right now today and its true,stressed,stress_disorder,2025-04-11 10:53:34.333820,13
There is too much pressure on me right now today for sure,stressed,stress_disorder,2025-06-18 10:53:34.333820,12
I cannot handle all this stress anymore its too much,stressed,stress_disorder,2024-12-08 10:53:34.333820,10
i cannot handle all this stress anymore its too much,stressed,stress_disorder,2025-03-02 10:53:34.333820,10
I CANNOT HANDLE ALL THIS STRESS ANYMORE ITS TOO MUCH,stressed,stress_disorder,2025-01-08 10:53:34.333820,10
I cannot handle all this stress anymore its too much!,stressed,stress_disorder,2025-08-27 10:53:34.333820,10
I cannot handle all this stress anymore its too much.,stressed,stress_disorder,2025-10-11 10:53:34.333820,10
I cannot handle all this stress anymore its too much?,stressed,stress_disorder,2025-03-17 10:53:34.333820,10
I feel that I cannot handle all this stress anymore its too much,stressed,stress_disorder,2025-10-04 10:53:34.333820,13
To be honest I cannot handle all this stress anymore its too much,stressed,stress_disorder,2025-04-10 10:53:34.333820,13
Really I cannot handle all this stress anymore its too much,stressed,stress_disorder,2025-09-21 10:53:34.333820,11
I cannot handle all this stress anymore its too much right now,stressed,stress_disorder,2025-01-20 10:53:34.333820,12
I cannot handle all this stress anymore its too much today,stressed,stress_disorder,2025-05-01 10:53:34.333820,11
I must say I cannot handle all this stress anymore its too much,stressed,stress_disorder,2025-10-23 10:53:34.333820,13
Honestly I cannot handle all this stress anymore its too much,stressed,stress_disorder,2024-10-30 10:53:34.333820,11
I cannot handle all this stress anymore its too much and its true,stressed,stress_disorder,2024-12-06 10:53:34.333820,13
I cannot handle all this stress anymore its too much for sure,stressed,stress_disorder,2025-04-24 10:53:34.333820,12
Everything feels overwhelming and too much to handle,stressed,stress_disorder,2025-07-10 10:53:34.333820,8
everything feels overwhelming and too much to handle,stressed,stress_disorder,2025-08-19 10:53:34.333820,8
EVERYTHING FEELS OVERWHELMING AND TOO MUCH TO HANDLE,stressed,stress_disorder,2025-05-18 10:53:34.333820,8
Everything feels overwhelming and too much to handle!,stressed,stress_disorder,2025-01-24 10:53:34.333820,8
Everything feels overwhelming and too much to handle.,stressed,stress_disorder,2025-09-19 10:53:34.333820,8
Everything feels overwhelming and too much to handle?,stressed,stress_disorder,2025-04-22 10:53:34.333820,8
I feel that Everything feels overwhelming and too much to handle,stressed,stress_disorder,2024-11-28 10:53:34.333820,11
To be honest Everything feels overwhelming and too much to handle,stressed,stress_disorder,2025-05-06 10:53:34.333820,11
Really Everything feels overwhelming and too much to handle,stressed,stress_disorder,2025-05-10 10:53:34.333820,9
Everything feels overwhelming and too much to handle right now,stressed,stress_disorder,2025-09-27 10:53:34.333820,10
Everything feels overwhelming and too much to handle today,stressed,stress_disorder,2025-01-07 10:53:34.333820,9
I must say Everything feels overwhelming and too much to handle,stressed,stress_disorder,2025-01-23 10:53:34.334835,11
Honestly Everything feels overwhelming and too much to handle,stressed,stress_disorder,2024-11-02 10:53:34.334835,9
Everything feels overwhelming and too much to handle and its true,stressed,stress_disorder,2025-01-26 10:53:34.334835,11
Everything feels overwhelming and too much to handle for sure,stressed,stress_disorder,2024-11-24 10:53:34.334835,10
The stress is affecting my sleep and health badly,stressed,stress_disorder,2025-05-26 10:53:34.334835,9
the stress is affecting my sleep and health badly,stressed,stress_disorder,2025-06-20 10:53:34.334835,9
THE STRESS IS AFFECTING MY SLEEP AND HEALTH BADLY,stressed,stress_disorder,2025-04-30 10:53:34.334835,9
The stress is affecting my sleep and health badly!,stressed,stress_disorder,2025-04-11 10:53:34.334835,9
The stress is affecting my sleep and health badly.,stressed,stress_disorder,2025-07-02 10:53:34.334835,9
The stress is affecting my sleep and health badly?,stressed,stress_disorder,2024-12-21 10:53:34.334835,9
I feel that The stress is affecting my sleep and health badly,stressed,stress_disorder,2025-09-23 10:53:34.334835,12
To be honest The stress is affecting my sleep and health badly,stressed,stress_disorder,2025-04-22 10:53:34.334835,12
Really The stress is affecting my sleep and health badly,stressed,stress_disorder,2025-09-06 10:53:34.334835,10
The stress is affecting my sleep and health badly right now,stressed,stress_disorder,2025-01-25 10:53:34.334835,11
The stress is affecting my sleep and health badly today,stressed,stress_disorder,2025-05-01 10:53:34.334835,10
I must say The stress is affecting my sleep and health badly,stressed,stress_disorder,2024-12-04 10:53:34.334835,12
Honestly The stress is affecting my sleep and health badly,stressed,stress_disorder,2025-02-04 10:53:34.334835,10
The stress is affecting my sleep and health badly and its true,stressed,stress_disorder,2025-02-21 10:53:34.334835,12
The stress is affecting my sleep and health badly for sure,stressed,stress_disorder,2025-07-01 10:53:34.334835,11
I feel completely stressed out and exhausted today,stressed,stress_disorder,2025-01-21 10:53:34.334835,8
i feel completely stressed out and exhausted today,stressed,stress_disorder,2025-03-29 10:53:34.334835,8
I FEEL COMPLETELY STRESSED OUT AND EXHAUSTED TODAY,stressed,stress_disorder,2025-02-23 10:53:34.334835,8
I feel completely stressed out and exhausted today!,stressed,stress_disorder,2024-12-20 10:53:34.334835,8
I feel completely stressed out and exhausted today.,stressed,stress_disorder,2024-10-30 10:53:34.334835,8
I feel completely stressed out and exhausted today?,stressed,stress_disorder,2025-04-17 10:53:34.334835,8
I feel that I feel completely stressed out and exhausted today,stressed,stress_disorder,2025-07-05 10:53:34.334835,11
To be honest I feel completely stressed out and exhausted today,stressed,stress_disorder,2025-05-30 10:53:34.334835,11
Really I feel completely stressed out and exhausted today,stressed,stress_disorder,2025-03-27 10:53:34.334835,9
I feel completely stressed out and exhausted today right now,stressed,stress_disorder,2025-06-23 10:53:34.334835,10
I feel completely stressed out and exhausted today today,stressed,stress_disorder,2025-09-20 10:53:34.334835,9
I must say I feel completely stressed out and exhausted today,stressed,stress_disorder,2025-08-23 10:53:34.334835,11
Honestly I feel completely stressed out and exhausted today,stressed,stress_disorder,2025-01-25 10:53:34.334835,9
I feel completely stressed out and exhausted today and its true,stressed,stress_disorder,2024-10-31 10:53:34.334835,11
I feel completely stressed out and exhausted today for sure,stressed,stress_disorder,2025-08-17 10:53:34.334835,10
There are too many demands and not enough time now,stressed,stress_disorder,2025-02-07 10:53:34.334835,10
there are too many demands and not enough time now,stressed,stress_disorder,2024-11-25 10:53:34.334835,10
THERE ARE TOO MANY DEMANDS AND NOT ENOUGH TIME NOW,stressed,stress_disorder,2025-10-21 10:53:34.334835,10
There are too many demands and not enough time now!,stressed,stress_disorder,2024-10-23 10:53:34.334835,10
There are too many demands and not enough time now.,stressed,stress_disorder,2025-05-16 10:53:34.334835,10
There are too many demands and not enough time now?,stressed,stress_disorder,2025-07-23 10:53:34.334835,10
I feel that There are too many demands and not enough time now,stressed,stress_disorder,2025-10-16 10:53:34.334835,13
To be honest There are too many demands and not enough time now,stressed,stress_disorder,2025-03-22 10:53:34.334835,13
Really There are too many demands and not enough time now,stressed,stress_disorder,2025-08-24 10:53:34.334835,11
There are too many demands and not enough time now right now,stressed,stress_disorder,2025-09-03 10:53:34.334835,12
There are too many demands and not enough time now today,stressed,stress_disorder,2024-12-22 10:53:34.334835,11
I must say There are too many demands and not enough time now,stressed,stress_disorder,2025-06-20 10:53:34.334835,13
Honestly There are too many demands and not enough time now,stressed,stress_disorder,2025-01-09 10:53:34.334835,11
There are too many demands and not enough time now and its true,stressed,stress_disorder,2025-04-30 10:53:34.334835,13
There are too many demands and not enough time now for sure,stressed,stress_disorder,2024-11-10 10:53:34.334835,12
I am stretched too thin in every direction possible,stressed,stress_disorder,2025-06-21 10:53:34.334835,9
i am stretched too thin in every direction possible,stressed,stress_disorder,2025-04-24 10:53:34.334835,9
I AM STRETCHED TOO THIN IN EVERY DIRECTION POSSIBLE,stressed,stress_disorder,2025-04-01 10:53:34.334835,9
I am stretched too thin in every direction possible!,stressed,stress_disorder,2025-04-27 10:53:34.334835,9
I am stretched too thin in every direction possible.,stressed,stress_disorder,2025-09-12 10:53:34.334835,9
I am stretched too thin in every direction possible?,stressed,stress_disorder,2025-01-23 10:53:34.334835,9
I feel that I am stretched too thin in every direction possible,stressed,stress_disorder,2025-05-14 10:53:34.334835,12
To be honest I am stretched too thin in every direction possible,stressed,stress_disorder,2024-12-31 10:53:34.334835,12
Really I am stretched too thin in every direction possible,stressed,stress_disorder,2025-09-12 10:53:34.334835,10
I am stretched too thin in every direction possible right now,stressed,stress_disorder,2025-01-02 10:53:34.334835,11
I am stretched too thin in every direction possible today,stressed,stress_disorder,2025-10-10 10:53:34.334835,10
I must say I am stretched too thin in every direction possible,stressed,stress_disorder,2025-07-20 10:53:34.334835,12
Honestly I am stretched too thin in every direction possible,stressed,stress_disorder,2025-01-01 10:53:34.334835,10
I am stretched too thin in every direction possible and its true,stressed,stress_disorder,2025-04-12 10:53:34.334835,12
I am stretched too thin in every direction possible for sure,stressed,stress_disorder,2024-11-15 10:53:34.334835,11
The stress is making me sick and tired constantly,stressed,stress_disorder,2025-03-29 10:53:34.334835,9
the stress is making me sick and tired constantly,stressed,stress_disorder,2025-07-02 10:53:34.334835,9
THE STRESS IS MAKING ME SICK AND TIRED CONSTANTLY,stressed,stress_disorder,2025-01-04 10:53:34.334835,9
The stress is making me sick and tired constantly!,stressed,stress_disorder,2025-04-26 10:53:34.334835,9
The stress is making me sick and tired constantly.,stressed,stress_disorder,2025-01-05 10:53:34.334835,9
The stress is making me sick and tired constantly?,stressed,stress_disorder,2024-12-13 10:53:34.334835,9
I feel that The stress is making me sick and tired constantly,stressed,stress_disorder,2025-08-18 10:53:34.334835,12
To be honest The stress is making me sick and tired constantly,stressed,stress_disorder,2024-12-05 10:53:34.334835,12
Really The stress is making me sick and tired constantly,stressed,stress_disorder,2025-06-17 10:53:34.334835,10
The stress is making me sick and tired constantly right now,stressed,stress_disorder,2025-04-09 10:53:34.334835,11
The stress is making me sick and tired constantly today,stressed,stress_disorder,2025-01-17 10:53:34.334835,10
I must say The stress is making me sick and tired constantly,stressed,stress_disorder,2025-04-05 10:53:34.334835,12
Honestly The stress is making me sick and tired constantly,stressed,stress_disorder,2025-07-17 10:53:34.334835,10
The stress is making me sick and tired constantly and its true,stressed,stress_disorder,2025-08-30 10:53:34.334835,12
